USAF	WBAN	STATION NAME	CTRY	ST CALL	LAT	LON	ELEV(M)	BEGIN	END
727320	99999	BRITT	CA		45.800	-80.533	#FIELD!	19761117	19770217
727330	99999	GORE BAY AIRPORT	CA		45.883	-82.567	#FIELD!	19730101	19770630
727340	14847	SAULT STE MARIE MUNI/SASN FIE	US	MI KANJ	46.479	-84.357	#FIELD!	19730101	20190429
727344	4869	CHIPPEWA COUNTY INTL ARPT	US	MI KCIU	46.250	-84.467	#FIELD!	20060101	20190429
727344	99999	CHIPPEWA CO INTL	US	MI KCIU	46.250	-84.467	#FIELD!	19780319	20051231
727345	14847	SAULT STE MARIE	US	MI KANJ	46.479	-84.357	#FIELD!	19480101	19721231
727345	99999	SAULT STE MARIE	US	MI	46.483	-84.367	#FIELD!	19730101	19910908
727346	99999	SAULT STE. MARIE COAST GUARD	US		46.500	-84.330	#FIELD!	19760926	19960701
727347	14841	PELLSTON REGIONAL ARPT OF EMM	US	MI KPLN	45.564	-84.793	#FIELD!	19730101	20190424
727348	99999	SAINT IGNACE	US	MI	45.850	-84.720	#FIELD!	19760926	19960701
727349	99999	WHITEFISH POINT LS	US	MI	46.767	-84.950	#FIELD!	19811106	19811106
727350	99999	EARLTON AIRPORT	CA		47.700	-79.850	#FIELD!	19730101	19770704
727370	99999		US					19730101	19760331
727375	99999	SAULT STE MARIE   &	CA		46.483	-84.500	#FIELD!	19730101	19770630
727376	99999	GRAND MARAIS COAST GUARD STAT	US	MI	46.670	-85.980	#FIELD!	19760926	19820803
727377	99999	WHITEFISH POINT	US	MI	46.767	-84.967	#FIELD!	19770917	19811020
727380	99999	WAWA AIRPORT	CA		47.967	-84.783	#FIELD!	19730101	19770630
727390	99999	TIMMINS AIRPORT	CA		48.567	-81.367	#FIELD!	19730101	19770630
727410	99999	PARK FALLS MUNI	US	WI KPKF	45.955	-90.424	#FIELD!	19730101	20010203
727415	4803	RHINELANDER-ONEIDA CO ARPT	US	WI KRHI	45.631	-89.482	#FIELD!	20060101	20190423
727415	99999	RHINELANDER ONEIDA	US	WI KRHI	45.633	-89.467	#FIELD!	19730101	20051231
727416	99999	DEVILS ISLAND LIGHT STATION	US	WI	47.080	-90.730	#FIELD!	19760926	19870526
727417	54825	PRESQUE ISLE COUNTY AIRPORT	US	MI KPZQ	45.407	-83.813	#FIELD!	20060101	20190424
727417	99999	PRESQUE ISLE CO	US	MI KPZQ	45.400	-83.817	#FIELD!	20041230	20051231
727430	94850	MARQUETTE MICHIGAN COUNTY AP	US	MI KMQT	46.531	-87.549	#FIELD!	19730101	20190423
727430	99999	MARQUETTE CO. ARPT	US	MI KMQT	46.533	-87.550	#FIELD!	20040105	20040105
727431	99999	MARQUETTE	US	MI MQT	46.533	-87.567	#FIELD!	19850531	19850626
727434	4870	CHARLEVOIX MUNICIPAL ARPT	US	MI KCVX	45.305	-85.275	#FIELD!	20060101	20190429
727434	99999	CHARLEVOIX MUNI	US	MI KCVX	45.300	-85.267	#FIELD!	20020423	20051231
727435	54820	MACKINAC  ISLAND AIRPORT	US	MI KMCD	45.865	-84.637	#FIELD!	20060101	20190424
727435	99999	MACKINACK ISLAND	US	MI KMCD	45.865	-84.637	#FIELD!	19561008	20051231
727436	4863	ANTRIM COUNTY AIRPORT	US	MI KACB	44.986	-85.203	#FIELD!	20060101	20190429
727436	99999	ANTRIM CO	US	MI KACB	44.983	-85.200	#FIELD!	19730101	20051231
727437	94893	FORD AIRPORT	US	MI KIMT	45.818	-88.114	#FIELD!	20060101	20190423
727437	99999	FORD	US	MI KIMT	45.817	-88.117	#FIELD!	19730101	20051231
727438	99999	MARQUETTE COAST GUARD LIGHT S	US		46.550	-87.380	#FIELD!	19760926	19960701
727439	99999	MANITOU ISLAND(CGS)	US	MI	47.417	-87.583	#FIELD!	19760926	19771209
727440	14858	HOUGHTON COUNTY MEMO ARPT	US	MI KCMX	47.169	-88.489	#FIELD!	19730101	20190429
727444	4979	RICHARD B HELGESON AIRPORT	US	MN KTWM	47.049	-91.745	#FIELD!	20060101	20190423
727444	99999	RICHARD B HELGESON	US	MN KTWM	47.050	-91.750	#FIELD!	19920807	20051231
727445	94926	GOGEBIC-IRON COUNTY ARPT	US	MI KIWD	46.533	-90.133	#FIELD!	20060101	20190424
727445	99999	GOCEBIC IRON CO	US	MI KIWD	46.527	-90.131	#FIELD!	19730101	20051231
727446	99999	TWO HARBORS(AWOS)	US	MN	47.100	-91.750	#FIELD!	19760926	19810622
727447	99999	EAGLE HARBOR COAST GUARD LIGH	US		47.470	-88.170	#FIELD!	19760926	19830324
727448	99999	PORTAGE COAST GUARD STATION	US	MI	47.230	-88.630	#FIELD!	19760926	19910303
727449	4954	MOOSE LAKE CARLTON CO ARPT	US	MN KMZH	46.419	-92.804	#FIELD!	20060101	20190423
727449	99999	MOOSE LAKE CARLTON C	US	MN KMZH	46.417	-92.800	#FIELD!	19760926	20051231
727450	14913	DULUTH INTERNATIONAL AIRPORT	US	MN KDLH	46.837	-92.183	#FIELD!	19480101	20190429
727452	4912	CRKSTN MUNI KRKWOD FLD APT	US	MN KCKN	47.842	-96.621	#FIELD!	20060101	20190429
727452	99999	CROOKSTON MUNI KIRKW	US	MN KCKN	47.850	-96.617	#FIELD!	19850920	20051231
727453	94967	PK RPDS MUNI-KONSHOK FD AP	US	MN KPKD	46.901	-95.068	#FIELD!	19900111	20190424
727454	4911	GRAND MARAIS/COOK CO ARPT	US	MN KCKC	47.838	-90.383	#FIELD!	20060101	20190429
727454	99999	GRAND MARAIS COOK CO	US	MN KCKC	47.833	-90.383	#FIELD!	19970313	20051231
727455	94931	CHISHOLM-HIBBING AIRPORT	US	MN KHIB	47.386	-92.839	#FIELD!	19730101	20190423
727456	4919	SKY HARBOR AIRPORT	US	MN KDYT	46.722	-92.043	#FIELD!	20060101	20190429
727456	99999	SKY HARBOR	US	MN KDYT	46.722	-92.043	#FIELD!	19760926	20051231
727457	94962	DETRT LKS-WETHING FLD ARPT	US	MN KDTL	46.833	-95.883	#FIELD!	20060101	20190429
727457	99999	DETROIT LAKES WETHIN	US	MN KDTL	46.825	-95.886	#FIELD!	19780203	20051231
727458	94919	GRAND RAPIDS/ITASCA CO-G NEWS	US	MN KGPZ	47.211	-93.510	#FIELD!	20060101	20190423
727458	99999	GRAND RAPIDS ITASCA	US	MN KGPZ	47.217	-93.517	#FIELD!	19831103	20051231
727459	94964	ELY MUNICIPAL AIRPORT	US	MN KELO	47.817	-91.833	#FIELD!	20060101	20190423
727459	99999	ELY MUNI	US	MN KELO	47.817	-91.833	#FIELD!	19831103	20051231
727466	4918	MDSON-LAC QUI PARLE CO APT	US	MN KDXX	44.986	-96.043	#FIELD!	20060101	20190429
727466	99999	LAC QUI PARLE CO	US	MN KDXX	44.986	-96.178	#FIELD!	19990114	20051231
727467	4926	FLAG ISLAND	US	MN KFGN	49.318	-94.903	#FIELD!	20060101	20190423
727467	99999	FLAG ISLAND	US	MN KFGN	49.317	-94.900	#FIELD!	19990114	20051231
727468	4928	BIGFORK MUNICIPAL AIRPORT	US	MN KFOZ	47.783	-93.650	#FIELD!	20060101	20190423
727468	99999	BIGFORK	US	MN KFOZ	47.783	-93.650	#FIELD!	19990114	20051231
727469	94992	GRAND MARAIS	US	MN KGNA	47.747	-90.344	#FIELD!	20060101	20190423
727469	99999	GRAND MARIAS	US	MN KGNA	47.833	-90.383	#FIELD!	19990114	20051231
727470	14918	FALLS INTERNATIONAL AIRPORT	US	MN KINL	48.561	-93.398	#FIELD!	19730101	20190423
727473	94977	SCOTTS SPB	US	MN KCDD	48.267	-92.483	#FIELD!	20060101	20190429
727473	99999	CRANE LAKE SEAPLANE	US	MN KCDD	48.267	-92.483	#FIELD!	19910108	20051231
727474	4923	EVELETH-VIRGINIA MUNI ARPT	US	MN KEVM	47.424	-92.498	#FIELD!	20060101	20190423
727474	99999	EVELETH VIRGINIA MUN	US	MN KEVM	47.425	-92.498	#FIELD!	19920804	20051231
727475	4940	MORA MUNICIPAL AIRPORT	US	MN KJMR	45.886	-93.272	#FIELD!	20060101	20190424
727475	99999	MORA MUNI	US	MN KJMR	45.886	-93.272	#FIELD!	19760820	20051231
727476	94961	BAUDETTE INTERNATIONAL APT	US	MN KBDE	48.717	-94.600	#FIELD!	19831104	20190429
727477	4970	ROSEAU MUNI/RUDY BILLBERG FLD	US	MN KROX	48.856	-95.697	#FIELD!	20060101	20190423
727477	99999	ROSEAU MUNI BILLBERG	US	MN KROX	48.850	-95.700	#FIELD!	19900924	20051231
727478	4934	HALLOCK MUNICIPAL AIRPORT	US	MN KHCO	48.753	-96.943	#FIELD!	20060101	20190423
727478	99999	HALLOCK MUNI	US	MN KHCO	48.750	-96.950	#FIELD!	19920807	20051231
727480	99999	ATIKOKAN (AUT)    &	CA		48.750	-91.617	#FIELD!	19730101	19770630
727486	4983	WASKISH MUNICIPAL AIRPORT	US	MN KVWU	48.154	-94.517	#FIELD!	20060101	20190423
727486	99999	WASKISH MUNI AIRPT	US	MN KVWU	48.150	-94.517	#FIELD!	20010811	20051231
727490	99999	THUNDER BAY AIRPORT	CA		48.367	-89.317	#FIELD!	19730101	19770630
727495	99999	ROYAL ISLAND	CA		49.033	-90.467	#FIELD!	19730101	19770630
727497	4984	LONGVILLE MUNICIPAL ARPT	US	MN KXVG	46.990	-94.204	#FIELD!	20060101	20190423
727497	99999	LONGVILLE MUNI	US	MN KXVG	46.983	-94.200	#FIELD!	20010811	20051231
727500	99999	PEQUOT LAKE  MN	US		46.600	-94.317	#FIELD!	19760901	20040727
727503	4909	CAMBRIDGE MUNICIPAL ARPT	US	MN KCBG	45.559	-93.265	#FIELD!	20060101	20190429
727503	99999	CAMBRIDGE MUNI	US	MN KCBG	45.550	-93.267	#FIELD!	19920807	20051231
727504	94999	ATKN MUNI-S KURTZ FLD ARPT	US	MN KAIT	46.548	-93.677	#FIELD!	20060101	20190429
727504	99999	AITKIN MUNI KURTZ FL	US	MN KAIT	46.550	-93.683	#FIELD!	19920807	20051231
727505	4929	FOSSTON MUNICIPAL AIRPORT	US	MN KFSE	47.593	-95.775	#FIELD!	20060101	20190423
727505	99999	FOSSTON MUNI	US	MN KFSE	47.600	-95.767	#FIELD!	19920807	20051231
727506	4952	WINDOM MUNICIPAL AIRPORT	US	MN KMWM	43.913	-95.109	#FIELD!	20060101	20190423
727506	99999	WINDOM MUNI	US	MN KMWM	43.917	-95.117	#FIELD!	19990114	20051231
727507	54904	BENSON MUNICIPAL AIRPORT	US	MN KBBB	45.332	-95.651	#FIELD!	20060101	20190429
727507	99999	BENSON MUNI	US	MN KBBB	45.333	-95.650	#FIELD!	19940718	20051231
727508	54915	PINE RIVER REGIONAL AIRPORT	US	MN KPWC	46.725	-94.382	#FIELD!	20060101	20190424
727508	99999	PINE RIVER RGNL	US	MN KPWC	46.717	-94.383	#FIELD!	19990114	20051231
727511	99999	WALDRON FLD NOLF	US	TX KNWL	27.635	-97.312	#FIELD!	20180821	20180821
727514	54910	STAPLES MUNICIPAL AIRPORT	US	MN KSAZ	46.381	-94.806	#FIELD!	20060101	20190423
727514	99999	STAPLES MUNI	US	MN KSAZ	46.383	-94.800	#FIELD!	19990114	20051231
727515	4982	ORTHONVILLE MUNI-MARTINSON FI	US	MN KVVV	45.306	-96.424	#FIELD!	20060101	20190423
727515	99999	ORTONVILLE MUNI MART	US	MN KVVV	45.300	-96.417	#FIELD!	19990114	20051231
727517	4932	GLENCOE MUNICIPAL AIRPORT	US	MN KGYL	44.756	-94.081	#FIELD!	20060101	20190423
727517	99999	GLENCOE MUNI	US	MN KGYL	44.750	-94.083	#FIELD!	20010811	20051231
727530	14914	HECTOR INTERNATIONAL AIRPORT	US	ND KFAR	46.925	-96.811	#FIELD!	19480101	20190423
727533	4922	WHEATON MUNICIPAL AIRPORT	US	MN KETH	45.780	-96.545	#FIELD!	20060101	20190423
727533	99999	WHEATON MUNI	US	MN KETH	45.780	-96.544	#FIELD!	19920807	20051231
727534	99999	LIDGERWOOD REMOTE AUTOMATIC M	US		46.100	-97.150	#FIELD!	19790322	20010827
727535	14919	JAMESTOWN REGIONAL AIRPORT	US	ND KJMS	46.926	-98.669	#FIELD!	19730101	20190423
727550	14958	BEMIDJI-BELTRAMI CO ARPT	US	MN KBJI	47.500	-94.933	#FIELD!	20060101	20190429
727550	99999	BEMIDJI MUNICIPAL	US	MN KBJI	47.500	-94.933	#FIELD!	19730101	20051231
727554	99999	GRAND MARAIS	US	MN	47.750	-90.340	#FIELD!	19781205	20101223
727555	94956	THIEF RIVER FALLS RGNL APT	US	MN KTVF	48.067	-96.183	#FIELD!	20060101	20190423
727555	99999	THIEF RIVER FALLS RG	US	MN KTVF	48.066	-96.185	#FIELD!	19730101	20051231
727556	4905	SILVER BAY MUNICIPAL ARPT	US	MN KBFW	47.249	-91.416	#FIELD!	20060101	20190429
727556	99999	SILVER BAY MUNI	US	MN KBFW	47.250	-91.417	#FIELD!	19920807	20051231
727560	99999	WARROAD  MN	US		48.933	-95.350	#FIELD!	19780310	19930909
727564	99999	WARROAD INTL SWEDE CARLSON FI	US	MN KRAD	48.941	-95.348	#FIELD!	19920807	19951115
727566	4902	AUSTIN MUNICIPAL AIRPORT	US	MN KAUM	43.665	-92.933	#FIELD!	20060101	20190429
727566	99999	AUSTIN MUNI	US	MN KAUM	43.667	-92.933	#FIELD!	19920807	20051231
727570	14916	GRAND FORKS INTERNATIONAL AIR	US	ND KGFK	47.943	-97.184	#FIELD!	20100801	20190423
727570	99999	GRAND FORKS INTL	US	ND KGFK	47.933	-97.167	#FIELD!	19480101	20100731
727572	99999	DEVILS LAKE(AWOS)	US	ND	48.117	-98.900	#FIELD!	19730101	19900109
727573	94928	DEVILS LAKE MUNI AIRPORT	US	ND KDVL	48.117	-98.900	#FIELD!	20060101	20190423
727573	99999	DEVILS LAKE MUNI	US	ND KDVL	48.114	-98.909	#FIELD!	19900111	20051231
727575	94925	GRAND FORKS AFB AIRPORT	US	ND KRDR	47.967	-97.400	#FIELD!	19590303	20190423
727575	99999	GRAND FORKS AFB	US	ND KRDR	47.950	-97.400	#FIELD!	20000101	20041231
727576	14916	GRAND FORKS INTL	US	ND KGFK	47.943	-97.184	#FIELD!	19730101	20100801
727577	99999	GRAND FORKS NEXRAD	US	ND MVX	47.533	-97.333	#FIELD!	19741118	19750926
727580	99999	DEVILS LAKE	US	ND	48.100	-98.870	#FIELD!	19770827	19920518
727584	94038	HETTINGER MUNICIPAL ARPT	US	ND KHEI	46.014	-102.655	#FIELD!	20060101	20190423
727584	99999	HETTINGER MUNI	US	ND KHEI	46.017	-102.650	#FIELD!	19990114	20051231
727630	24012	DICKINSON THEODORE ROOSEVELT	US	ND KDIK	46.799	-102.797	#FIELD!	19960101	20190423
727640	24011	BISMARCK MUNICIPAL AIRPORT	US	ND KBIS	46.783	-100.757	#FIELD!	19360701	20190423
727645	24012	DICKINSON MUNI	US	ND KDIK	46.799	-102.797	#FIELD!	19730101	20100801
727650	99999	ROSEGLEN	US	ND	47.750	-101.830	#FIELD!	19770828	20040907
727670	94014	SLOULIN FIELD INTERNATIONAL A	US	ND KISN	48.174	-103.637	#FIELD!	19730101	20190423
727675	94011	MINOT AFB AIRPORT	US	ND KMIB	48.417	-101.350	#FIELD!	19591001	20190424
727675	99999	MINOT AFB	US	ND KMIB	48.417	-101.350	#FIELD!	20000101	20041231
727676	24013	MINOT INTERNATIONAL ARPT	US	ND KMOT	48.255	-101.273	#FIELD!	19730101	20190423
727677	94041	GARRISON	US	ND KN60	47.646	-101.439	#FIELD!	20060101	20190423
727677	99999	GARRISON	US	ND KN60	47.650	-101.440	#FIELD!	19760820	20051231
727680	94008	WOKAL FIELD/GLASGOW INTL AIRP	US	MT KGGW	48.214	-106.621	#FIELD!	19421210	20190423
727684	94051	JORDAN AIRPORT	US	MT KJDN	47.326	-106.948	#FIELD!	20060101	20190423
727684	99999	JORDAN	US	MT KJDN	47.329	-106.953	#FIELD!	19790322	20051231
727685	99999	GLASGOW INDUSTRIAL	US	MT 07MT	48.421	-106.528	#FIELD!	19730702	19760528
727686	94017	L M CLAYTON AIRPORT	US	MT KOLF	48.094	-105.574	#FIELD!	20060101	20190423
727686	99999	L M CLAYTON	US	MT KOLF	48.100	-105.583	#FIELD!	19730419	20051231
727687	94028	SIDNEY-RICHLAND MUNI ARPT	US	MT KSDY	47.717	-104.183	#FIELD!	20060101	20190423
727687	99999	SIDNEY-RICHLAND MUNI	US	MT KSDY	47.707	-104.193	#FIELD!	19730104	20051231
727690	24137	CUT BANK MUNICIPAL AIRPORT	US	MT KCTB	48.603	-112.375	#FIELD!	19960101	20190423
727700	24138	DILLON AIRPORT	US	MT KDLN	45.258	-112.554	#FIELD!	20050101	20190423
727720	24144	HELENA REGIONAL AIRPORT	US	MT KHLN	46.606	-111.964	#FIELD!	19730101	20190423
727725	99999	ELLISTON	US	MT	46.567	-112.433	#FIELD!	19730102	19770701
727730	24153	MISSOULA INTERNATIONAL AIRPOR	US	MT KMSO	46.921	-114.093	#FIELD!	19730101	20190424
727735	24139	DRUMMOND	US	MT K3DU	46.638	-113.176	#FIELD!	19730101	20120930
727735	99999	DRUMMOND	US	MT K3DU	46.670	-113.150	#FIELD!	20000101	20041231
727740	24135	BERT MOONEY AIRPORT	US	MT KBTM	45.965	-112.501	#FIELD!	19960101	20190423
727750	24143	GREAT FALLS INTERNATIONAL AIR	US	MT KGTF	47.473	-111.382	#FIELD!	19730101	20190423
727755	24112	MALMSTROM AFHP HELIPORT	US	MT KGFA	47.517	-111.183	#FIELD!	19421201	20190423
727755	99999	MALMSTROM AFHP	US	MT KGFA	47.500	-111.183	#FIELD!	20020110	20041231
727760	99999	GREAT FALLS	US	MT	47.450	-111.383	#FIELD!	19940921	20190423
727770	94012	HAVRE CITY-COUNTY AIRPORT	US	MT KHVR	48.543	-109.763	#FIELD!	19730101	20190424
727790	24146	GLACIER PARK INTERNATIONAL AI	US	MT KGPI	48.304	-114.264	#FIELD!	19730101	20190423
727795	99999	THOMPSON FALLS	US	MT	47.600	-115.370	#FIELD!	19730101	20021031
727796	24137	CUT BANK MUNI	US	MT KCTB	48.603	-112.375	#FIELD!	19421201	20100801
727810	24243	YAKIMA AIR TERMINAL/MCALSR FI	US	WA KYKM	46.568	-120.543	#FIELD!	19730101	20190423
727813	99999	VAGABOND AAF / YAKIMA TRAININ	US	WA KFCT	46.667	-120.454	#FIELD!	20030617	20081110
727815	24237	STAMPASS PASS FLTWO	US	WA KSMP	47.277	-121.337	#FIELD!	19730101	20190424
727825	94239	PANGBORN MEMORIAL AIRPORT	US	WA KEAT	47.398	-120.201	#FIELD!	20000101	20190423
727825	99999	PANGBORN MEM	US	WA KEAT	47.399	-120.207	#FIELD!	19730101	19991231
727826	24141	EPHRATA MUNICIPAL	US	WA KEPH	47.308	-119.515	#FIELD!	19420101	20100801
727827	24110	GRANT COUNTY INTL AIRPORT	US	WA KMWH	47.208	-119.319	#FIELD!	19430610	20190423
727827	99999	MOSES LAKE/GRANT CO	US	WA KMWH	47.200	-119.317	#FIELD!	20000101	20031231
727830	24149	LEWISTON-NEZ PERCE COUNTY AIR	US	ID KLWS	46.375	-117.016	#FIELD!	19730101	20190424
727833	4114	CHALLIS (AMOS)	US	ID KLLJ	44.523	-114.215	#FIELD!	19990102	20091231
727833	99999	CHALLIS  CHALLIS AIRPORT	US	ID	44.520	-114.220	#FIELD!	19810912	19981008
727834	24136	COEUR D'ALENE AIR TERM APT	US	ID KCOE	47.767	-116.817	#FIELD!	20060101	20190423
727834	99999	COEUR D ALENE AIR TE	US	ID KCOE	47.767	-116.817	#FIELD!	19480101	20051231
727836	99999	MULLAN AVIATION WEATHER REPOR	US		47.470	-115.800	#FIELD!	19730101	19960630
727840	94187	HANFORD AIRPORT	US	WA KHMS	46.567	-119.600	#FIELD!	20060101	20130326
727840	99999	HANFORD	US	WA KHMS	46.567	-119.600	#FIELD!	19730101	20051231
727845	24163	TRI-CITIES AIRPORT	US	WA KPSC	46.267	-119.117	#FIELD!	19730101	20190423
727845	99999	TRI CITIES	US	WA KPSC	46.267	-119.117	#FIELD!	20000101	20031231
727846	24160	WALLA WALLA REGIONAL ARPT	US	WA KALW	46.095	-118.287	#FIELD!	19410901	20190423
727850	24157	SPOKANE INTERNATIONAL AIRPORT	US	WA KGEG	47.622	-117.528	#FIELD!	19410811	20190423
727854	94119	DEER PARK ARPT	US	WA KDEW	47.974	-117.428	#FIELD!	20060101	20100801
727854	99999	DEER PARK ARPT	US	WA	47.967	-117.417	#FIELD!	20010811	20041231
727855	24114	FAIRCHILD AIR FORCE BASE	US	WA KSKA	47.633	-117.650	#FIELD!	19400401	20190423
727855	99999	FAIRCHILD AFB	US	WA KSKA	47.617	-117.650	#FIELD!	20000101	20041231
727856	94176	FELTS FIELD AIRPORT	US	WA KSFF	47.683	-117.321	#FIELD!	20060101	20190423
727856	99999	FELTS FLD	US	WA KSFF	47.683	-117.317	#FIELD!	19730101	20051231
727857	94129	PULLMAN/MOSCOW RGNL ARPT	US	WA KPUW	46.744	-117.109	#FIELD!	20060101	20190424
727857	99999	PULLMAN MOSCOW RGNL	US	WA KPUW	46.750	-117.117	#FIELD!	19730101	20051231
727860	99999	SPOKANE	US	WA	47.681	-117.627	#FIELD!	20041004	20041004
727861	99999	SPOKANE NEXRAD	US	WA OTX	47.683	117.633	#FIELD!	20000827	20000827
727870	94119	DEER PARK AIRPORT	US	WA KDEW	47.974	-117.428	#FIELD!	20100801	20190423
727870	99999	DEER PARK	US	WA KDEW	47.967	-117.427	#FIELD!	19730101	20100731
727871	99999	COLVILLE MUNICIPAL	US	WA	48.550	-117.883	#FIELD!	19760305	19880404
727873	99999	COLVILLE MUNICIPAL	US	WA	48.550	-117.880	#FIELD!	19890908	20040426
727883	24220	BOWERS FIELD AIRPORT	US	WA KELN	47.034	-120.530	#FIELD!	19880106	20190423
727883	99999	BOWERS FLD	US	WA KELN	47.033	-120.531	#FIELD!	20000101	20031231
727884	99999	RICHLAND AIRPORT	US	WA KRLD	46.306	-119.304	#FIELD!	19810203	20190423
727885	94266	WILLIAM R FAIRCHILD INT AP	US	WA KCLM	48.120	-123.498	#FIELD!	20060101	20190424
727885	99999	WILLIAM R FAIRCHILD	US	WA KCLM	48.117	-123.500	#FIELD!	19810211	20051231
727890	94197	OMAK AIRPORT	US	WA KOMK	48.464	-119.517	#FIELD!	20060101	20190423
727890	99999	OMAK	US	WA KOMK	48.417	-119.533	#FIELD!	19730101	20051231
727900	24141	EPHRATA MUNICIPAL AIRPORT	US	WA KEPH	47.308	-119.515	#FIELD!	19960101	20190423
727910	94224	ASTORIA REGIONAL AIRPORT	US	OR KAST	46.157	-123.883	#FIELD!	19730101	20190424
727915	99999	CAPE DISAPPOINTMENT	US	WA	46.280	-124.050	#FIELD!	19750911	19901117
727916	99999	GRAYS HARBOR COAST GUARD STAT	US	WA	46.920	-124.100	#FIELD!	19750916	19901117
727917	99999	PACIFIC BEACH NF	US	WA NIX	47.217	-124.200	#FIELD!	19780124	19870521
727918	94298	PEARSON FIELD AIRPORT	US	WA KVUO	45.621	-122.657	#FIELD!	20060101	20190423
727918	99999	PEARSON FLD	US	WA KVUO	45.617	-122.650	#FIELD!	19980201	20051231
727920	24227	OLYMPIA AIRPORT	US	WA KOLM	46.973	-122.903	#FIELD!	19730101	20190423
727923	94225	BOWERMAN AIRPORT	US	WA KHQM	46.973	-123.930	#FIELD!	19910108	20190424
727924	24223	KELSO-LONGVIEW AIRPORT	US	WA KKLS	46.117	-122.894	#FIELD!	19900208	20190424
727924	99999	KELSO LONGVIEW	US	WA KKLS	46.118	-122.898	#FIELD!	20000101	20031231
727925	94227	SANDERSON FIELD AIRPORT	US	WA KSHN	47.238	-123.141	#FIELD!	19990101	20190424
727925	99999	SANDERSON FLD	US	WA KSHN	47.233	-123.150	#FIELD!	19730102	19981231
727926	24241	TOLEDO-WINLOCK ED CARLSON MEM	US	WA KTDO	46.483	-122.817	#FIELD!	20060101	20071001
727926	99999	ED CARLSON MEM FLD	US	WA KTDO	46.483	-122.800	#FIELD!	19730101	20051231
727927	94225	HOQUIAM AP	US	WA KHQM	46.973	-123.930	#FIELD!	19730101	19901218
727928	94263	BREMERTON NATIONAL AIRPORT	US	WA KPWT	47.483	-122.767	#FIELD!	20060101	20190423
727928	99999	BREMERTON NATIONAL	US	WA KPWT	47.483	-122.750	#FIELD!	19730101	20051231
727929	99999	WILLAPA HARBOR	US	WA	46.698	-123.823	#FIELD!	19750916	19791001
727930	24233	SEATTLE-TACOMA INTERNATIONAL	US	WA KSEA	47.444	-122.314	#FIELD!	19480101	20190423
727933	99999	AUBURN	US	WA KZSE	47.283	-122.183	#FIELD!	19760607	19760607
727934	94248	RENTON MUNICIPAL AIRPORT	US	WA KRNT	47.493	-122.214	#FIELD!	20060101	20190423
727934	99999	RENTON MUNI	US	WA KRNT	47.493	-122.216	#FIELD!	19800216	20051231
727935	24234	BOEING FLD/KING CO INTL AP	US	WA KBFI	47.530	-122.301	#FIELD!	19431001	20190423
727935	99999	BOEING FLD KING CO	US	WA KBFI	47.517	-122.300	#FIELD!	20000101	20031231
727937	24222	SNOHOMISH CO (PAINE FD) AP	US	WA KPAE	47.908	-122.280	#FIELD!	20060101	20190424
727937	99999	SNOHOMISH CO	US	WA KPAE	47.900	-122.283	#FIELD!	19411001	20051231
727938	94274	TACOMA NARROWS AIRPORT	US	WA KTIW	47.268	-122.576	#FIELD!	20060101	20190423
727938	99999	TACOMA NARROWS	US	WA KTIW	47.267	-122.567	#FIELD!	19730101	20051231
727939	99999	ALKI POINT COAST GUARD LIGHT	US		47.520	-122.420	#FIELD!	19750911	19901206
727945	4205	ARLINGTON MUNICIPAL ARPT	US	WA KAWO	48.161	-122.159	#FIELD!	20060101	20190424
727945	99999	ARLINGTON MUNI	US	WA KAWO	48.161	-122.159	#FIELD!	19960221	20051231
727964	99999	OAK HARBOR	US	WA KOKH	48.250	-122.667	#FIELD!	19810310	20081231
727965	99999	ARLINGTON (AWOS)	US	WA	48.167	-122.150	#FIELD!	19810703	19941103
727970	94240	QUILLAYUTE AIRPORT	US	WA KUIL	47.938	-124.555	#FIELD!	19730101	20190424
727973	99999	BANGOR CGS	US	WA NMI	47.733	-122.717	#FIELD!	19850130	19880106
727974	99999	DESTRUCTION ISLAND	US	WA	47.670	-124.480	#FIELD!	19790507	19860320
727975	24255	WHIDBEY ISLAND NAS	US	WA KNUW	48.350	-122.667	#FIELD!	19730101	19891130
727976	24217	BELLINGHAM INTL AIRPORT	US	WA KBLI	48.794	-122.537	#FIELD!	19480101	20190423
727977	99999	QUILLAYUTE RIVER COAST GUARD	US		47.900	-124.630	#FIELD!	19750911	19901128
727978	24240	CAPE FLATTERY(CGLS)	US	WA K93S	48.383	-124.733	#FIELD!	19750911	19860320
727979	99999	POINT WILSON COAST GUARD LIGH	US		48.120	-122.750	#FIELD!	19750911	19950327
727984	99999	NEAH BAY	US	WA 8S7	48.367	-124.600	#FIELD!	19790507	19950929
727985	94276	FRIDAY HARBOR AIRPORT	US	WA KFHR	48.522	-123.023	#FIELD!	20060101	20190424
727985	99999	FRIDAY HARBOR	US	WA KFHR	48.522	-123.024	#FIELD!	19881014	20051231
727990	99999	VICTORIA INTL ARPT	CA		48.650	-123.433	#FIELD!	19730101	19770630
727995	99999	VICTORIA MARINE RAD	CA		48.367	-123.750	#FIELD!	19730101	19770630
727996	99999	NEW DUNGENESS COAST GUARD STA	US		48.170	-123.100	#FIELD!	19750911	19940221
728000	99999	CAPE RACE (MARS)	CA		46.650	-53.067	#FIELD!	19761101	19770120
728010	99999	ST JOHNS/TORBAY	CA	YYT	47.617	-52.750	#FIELD!	19730101	19770630
